,Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Total_Engagement,Engagement_Rate,Virality_Score,Like_View_Ratio,Engagement_Level_Calculated
1575,Post_1576,TikTok,#Fashion,Video,Australia,3587576,363800,86707,9705,High,460212,0.12827937303627854,0.15244805963692476,10.140551726290955,High
1576,Post_1577,Twitter,#Gaming,Post,USA,1942883,174956,57853,15443,Low,248252,0.12777506417010184,0.1575519472865839,9.00496838975893,High
1577,Post_1578,Twitter,#Dance,Post,India,295323,249791,34311,31083,High,315185,1.0672551748424606,1.183436440778402,84.5823047984749,High
1578,Post_1579,Twitter,#Fitness,Post,India,57621,424733,91384,26655,Low,542772,9.41969073775186,11.005640304750004,737.1149407334132,High
1579,Post_1580,Twitter,#Challenge,Video,UK,720247,6093,2414,30680,Medium,39187,0.05440772401689976,0.05775935200007775,0.8459597887946775,Medium
1580,Post_1581,YouTube,#Dance,Video,Japan,841094,337567,10161,19041,High,366769,0.4360618432660321,0.4481425381705255,40.134277500493404,High
1581,Post_1582,Instagram,#Comedy,Tweet,UK,2851192,57367,19782,37567,Low,114716,0.040234400208754795,0.047172550989200306,2.012035667889079,Low
1582,Post_1583,YouTube,#Challenge,Reel,Germany,416547,247208,58688,23164,Low,329060,0.7899708796366316,0.9308625437225572,59.346964448189524,High
1583,Post_1584,YouTube,#Education,Post,Japan,238276,86411,87917,20519,Low,194847,0.8177365743927211,1.1867078513992178,36.26508754553543,High
1584,Post_1585,Twitter,#Fitness,Reel,USA,3675226,477204,2549,30839,High,510592,0.13892805503661543,0.13962161782703975,12.9843443641289,High
1585,Post_1586,TikTok,#Challenge,Tweet,India,543860,495293,51511,22273,High,569077,1.0463667120214761,1.141080425109403,91.06994447100357,High
1586,Post_1587,YouTube,#Education,Live Stream,Japan,4025654,427509,7469,31997,Low,466975,0.11599978537648789,0.11785513608472065,10.619616092192722,High
1587,Post_1588,Instagram,#Viral,Live Stream,Japan,3830274,264013,37812,25236,Low,327061,0.08538840824442324,0.09526028686198429,6.892796703316787,Medium
1588,Post_1589,Instagram,#Fitness,Post,Japan,4277170,471076,43675,21460,Medium,536211,0.12536583769174478,0.13557702873629057,11.013731041786976,High
1589,Post_1590,Instagram,#Music,Reel,Australia,1586403,28598,85817,46074,Medium,160489,0.10116534071102992,0.1552606746205094,1.80269452339664,High
1590,Post_1591,TikTok,#Dance,Shorts,Australia,914452,339941,5979,34553,High,380473,0.4160666716240984,0.4226050137131309,37.1742858017698,High
1591,Post_1592,Twitter,#Challenge,Reel,Japan,1124083,331967,1699,22789,Low,356455,0.31710736662684164,0.31861882085219684,29.53224984276072,High
1592,Post_1593,YouTube,#Challenge,Shorts,USA,2656928,243831,52757,9603,Low,306191,0.11524249057558203,0.1350988811138277,9.177177552421444,High
1593,Post_1594,TikTok,#Comedy,Reel,India,4174343,92667,67770,33150,High,193587,0.04637544159643805,0.06261033173364047,2.219918200301221,Low
1594,Post_1595,Instagram,#Music,Post,UK,2150898,109954,6366,25896,Low,142216,0.06611936037878133,0.06907905442285037,5.1120043814258045,Medium
1595,Post_1596,YouTube,#Dance,Post,Japan,4242231,207880,83865,28311,Medium,320056,0.0754452079577939,0.09521428701077334,4.900251777897054,Medium
1596,Post_1597,TikTok,#Comedy,Tweet,Japan,1418648,351250,22389,24313,Medium,397952,0.2805149691819253,0.2962968967636792,24.759489316588752,High
1597,Post_1598,TikTok,#Dance,Shorts,Germany,3545754,223054,61984,32043,Medium,317081,0.08942554954461025,0.10690673972306032,6.290735341481671,Medium
1598,Post_1599,Twitter,#Tech,Live Stream,Germany,2651800,219881,16104,23971,High,259956,0.0980300173467079,0.1041028735198733,8.291764084772607,Medium
1599,Post_1600,Instagram,#Music,Shorts,Germany,3985221,262934,82583,19181,Medium,364698,0.09151261623884849,0.11223493000764576,6.597726951654625,Medium
1600,Post_1601,TikTok,#Education,Tweet,UK,4070028,212737,50214,25262,Low,288213,0.07081351774484107,0.08315102500523337,5.226917357816703,Medium
1601,Post_1602,YouTube,#Fitness,Reel,Japan,2703326,239560,14191,44747,Low,298498,0.11041879521744695,0.11566825458712712,8.861676320207033,High
1602,Post_1603,YouTube,#Tech,Live Stream,Canada,2695917,354316,26738,3079,High,384133,0.14248695341881817,0.15240491454299224,13.142689481909123,High
1603,Post_1604,TikTok,#Fashion,Shorts,Germany,3185499,55001,79409,32643,High,167053,0.052441705365470215,0.07736998190864289,1.7266054706028786,Medium
1604,Post_1605,Instagram,#Fitness,Tweet,Australia,2316764,98083,89325,34220,Low,221628,0.09566274337826382,0.1342186774311065,4.233620688166771,Medium
1605,Post_1606,Instagram,#Fitness,Video,Australia,2463746,310242,10086,38862,High,359190,0.14579019103430305,0.14988395719363928,12.592288328423464,High
1606,Post_1607,YouTube,#Fitness,Tweet,Brazil,979236,445534,44401,41269,High,531204,0.5424678014288691,0.5878102929222373,45.49812302652272,High
1607,Post_1608,Instagram,#Fitness,Reel,Australia,3418348,292153,51497,30601,Low,374251,0.10948300173066054,0.12454788102323111,8.546613744416893,High
1608,Post_1609,Instagram,#Fitness,Post,Brazil,1057426,357002,30426,49349,Low,436777,0.41305680019216473,0.44183044487273815,33.761416874561434,High
1609,Post_1610,Instagram,#Dance,Live Stream,Canada,685984,84562,38364,24145,High,147071,0.21439421327611138,0.27031971591174137,12.32710967019639,High
1610,Post_1611,TikTok,#Fashion,Reel,Australia,4914854,366072,63088,10841,Low,440001,0.08952473461063136,0.10236092465818923,7.448278219454739,Medium
1611,Post_1612,Instagram,#Education,Live Stream,Brazil,2341476,187857,88914,17369,High,294140,0.12562161645047826,0.16359509984300502,8.02301625128765,High
1612,Post_1613,Instagram,#Education,Shorts,USA,4473721,373738,40435,43313,Medium,457486,0.10226073552642197,0.1112990729640941,8.354074829431697,High
1613,Post_1614,Twitter,#Challenge,Reel,Germany,365562,250857,19167,2672,High,272696,0.7459637489673434,0.798395347437644,68.622285686149,High
1614,Post_1615,Instagram,#Viral,Post,Germany,155818,50777,5658,26194,Medium,82629,0.5302917506321477,0.5666033449280571,32.58737758153744,High
1615,Post_1616,YouTube,#Dance,Tweet,Brazil,659447,306375,16542,10073,Medium,332990,0.5049533927669699,0.5300380470303148,46.45938187602643,High
1616,Post_1617,Instagram,#Fitness,Shorts,India,1876999,457119,16393,27762,Medium,501274,0.2670614102618062,0.2757950323894685,24.35371569191033,High
1617,Post_1618,Instagram,#Education,Shorts,UK,55629,280770,79724,33789,Medium,394283,7.087724028833882,8.520861421201172,504.7187617969045,High
1618,Post_1619,TikTok,#Fitness,Video,Japan,1247095,384412,9221,18983,Low,412616,0.33086172264342334,0.3382557062613514,30.82459636194516,High
1619,Post_1620,TikTok,#Fashion,Reel,India,1775119,140839,55814,25850,Medium,222503,0.12534539937885855,0.1567877984518221,7.934059632058471,High
1620,Post_1621,Twitter,#Fitness,Tweet,USA,857952,53166,31496,36051,High,120713,0.14069901346462274,0.17740969191749656,6.196850173436276,High
1621,Post_1622,Twitter,#Tech,Video,Canada,2209389,482782,60115,41459,Low,584356,0.2644876026811032,0.2916964826022036,21.851380630572525,High
1622,Post_1623,Twitter,#Fashion,Tweet,Brazil,4955538,432781,10972,2387,Low,446140,0.09002857005636926,0.09224265861749018,8.73327981744868,Medium
1623,Post_1624,Twitter,#Music,Post,UK,1259132,34868,47819,39976,Medium,122663,0.0974186979601821,0.13539644771159814,2.769209264795113,Medium
1624,Post_1625,Instagram,#Tech,Video,Brazil,4003118,146736,23416,41111,Medium,211263,0.05277461218979805,0.05862405255103647,3.665542709457977,Medium
1625,Post_1626,Twitter,#Gaming,Shorts,India,1904319,477329,16741,13594,Low,507664,0.2665855878138064,0.27537665695715896,25.06560087884435,High
1626,Post_1627,Twitter,#Education,Tweet,Canada,4582495,64321,94120,12939,Low,171380,0.03739884058793299,0.057937870090420174,1.4036240083186124,Low
1627,Post_1628,TikTok,#Fitness,Shorts,Brazil,1707223,69921,5348,27889,Low,103158,0.06042444367256064,0.06355701627731117,4.095598524621564,Medium
1628,Post_1629,TikTok,#Tech,Shorts,USA,1451710,486379,30071,10948,High,527398,0.36329432186869276,0.3840085140971682,33.50386785239476,High
1629,Post_1630,Twitter,#Dance,Reel,USA,2110402,189604,40737,13834,High,244175,0.11570070536324359,0.13500366280926573,8.984259870868204,High
1630,Post_1631,Twitter,#Dance,Post,Canada,4745366,432269,60416,6857,High,499542,0.1052694354871679,0.11800101404190952,9.109286828455382,High
1631,Post_1632,TikTok,#Tech,Shorts,USA,2049721,268966,85659,5658,High,360283,0.1757717269813794,0.2175622926242157,13.122078565814569,High
1632,Post_1633,YouTube,#Dance,Live Stream,India,4646660,449894,57521,37427,High,544842,0.11725454412416661,0.12963354323320406,9.682094235429318,High
1633,Post_1634,Twitter,#Gaming,Shorts,India,2479459,142403,78204,9039,High,229646,0.0926193980219072,0.12416014945195707,5.743309326752328,Medium
1634,Post_1635,TikTok,#Challenge,Video,Australia,1888760,461087,43011,22628,High,526726,0.2788739702238506,0.30164605349541496,24.41215400580275,High
1635,Post_1636,YouTube,#Gaming,Video,Japan,261709,433301,20171,13866,High,467338,1.7857161962332209,1.86279035111517,165.56595302416042,High
1636,Post_1637,Twitter,#Challenge,Tweet,India,2812314,74309,1044,11855,High,87208,0.03100933963988374,0.03138056419020067,2.642272520067105,Low
1637,Post_1638,YouTube,#Dance,Shorts,Germany,3497312,27448,94037,20054,Low,141539,0.04047079585693241,0.06735916040662085,0.7848313218837782,Low
1638,Post_1639,Twitter,#Tech,Tweet,Canada,731918,405408,33684,24680,High,463772,0.6336392874611637,0.6796608363231946,55.389811426963135,High
1639,Post_1640,Twitter,#Viral,Live Stream,USA,2000395,191198,63578,6326,Medium,261102,0.13052522126879942,0.16230794418102426,9.558012292572217,High
1640,Post_1641,TikTok,#Challenge,Post,Canada,2940659,29714,29002,45381,Medium,104097,0.035399208136679565,0.04526162333000868,1.0104537792379191,Low
1641,Post_1642,TikTok,#Viral,Video,Germany,2734409,357486,35102,40977,Low,433565,0.15855894271851798,0.17139608595495406,13.073611153269319,High
1642,Post_1643,Twitter,#Tech,Live Stream,Germany,4562050,48226,85609,32371,Low,166206,0.03643230565206431,0.055197772931028816,1.057112482327024,Low
1643,Post_1644,TikTok,#Music,Video,India,4855797,70587,33841,28587,High,133015,0.027393031463218087,0.03436222725126277,1.4536645580529828,Low
1644,Post_1645,Twitter,#Fitness,Reel,Canada,3399334,231513,21754,40671,Low,293938,0.0864692907493056,0.09286877959035506,6.810539946942548,Medium
1645,Post_1646,Instagram,#Fashion,Post,Australia,2149093,4283,97823,25162,Medium,127268,0.05921940092867084,0.10473767305556345,0.1992933763220112,Medium
1646,Post_1647,YouTube,#Fashion,Shorts,UK,4020003,292915,66714,16223,High,375852,0.09349545261533387,0.11009096261868462,7.286437348429839,Medium
1647,Post_1648,Twitter,#Challenge,Shorts,Japan,752268,50734,89891,9399,High,150024,0.19942892692497888,0.3189222457953814,6.744139056825493,High
1648,Post_1649,YouTube,#Challenge,Tweet,USA,1085319,225410,83973,9673,Low,319056,0.2939743983105428,0.37134612035724057,20.7690089273292,High
1649,Post_1650,YouTube,#Fitness,Shorts,Australia,4841810,373052,32565,46187,Medium,451804,0.09331303789285413,0.10003882845464816,7.704804608194044,Medium
1650,Post_1651,TikTok,#Fashion,Tweet,Canada,2503297,250047,1748,27674,Medium,279469,0.11164036868178247,0.11233864779129284,9.988706893349052,High
1651,Post_1652,TikTok,#Viral,Video,USA,3680526,81081,6559,17831,Medium,105471,0.02865650181522967,0.030438584050214563,2.2029731619882593,Low
1652,Post_1653,TikTok,#Music,Video,Canada,3917058,443581,74974,25488,Medium,544043,0.1388907184933182,0.15803110395608133,11.324340870112213,High
1653,Post_1654,TikTok,#Viral,Post,Brazil,4464275,97838,62114,22434,Medium,182386,0.04085456205094892,0.054768131443515465,2.1915764597835037,Low
1654,Post_1655,YouTube,#Music,Reel,UK,4782032,391629,93730,20836,High,506195,0.10585353673919372,0.12545399110670946,8.189593879756556,High
1655,Post_1656,Instagram,#Fitness,Tweet,USA,4141357,340428,36529,4526,High,381483,0.09211545877353727,0.10093599754862959,8.220204150475315,Medium
1656,Post_1657,Twitter,#Fitness,Post,Germany,2781286,186013,98891,19768,High,304672,0.10954357085175706,0.14509942522991162,6.6880212966232175,High
1657,Post_1658,Instagram,#Fitness,Video,Japan,1577124,190567,91953,34496,Low,317016,0.20100892510671323,0.25931315483119904,12.083197009239603,High
1658,Post_1659,TikTok,#Education,Live Stream,USA,4836204,290221,34793,15068,Medium,340082,0.07032002785655857,0.07751430667523537,6.001008228767852,Medium
1659,Post_1660,TikTok,#Fashion,Post,USA,2757275,266710,2008,36425,Medium,305143,0.1106683228912604,0.11139657814327551,9.672956088892112,High
1660,Post_1661,TikTok,#Viral,Reel,Canada,461093,115868,97631,836,High,214335,0.464841149182486,0.6765793451646414,25.128986993946988,High
1661,Post_1662,YouTube,#Comedy,Live Stream,Canada,416498,230768,35649,8638,Low,275055,0.6603993296486418,0.7459915773905277,55.406748651854265,High
1662,Post_1663,TikTok,#Music,Live Stream,India,1596995,92047,65455,20030,High,177532,0.1111662841774708,0.15215263667074724,5.76376256657034,High
1663,Post_1664,YouTube,#Gaming,Tweet,UK,3246135,189814,23788,20762,Medium,234364,0.0721978599164853,0.07952595933317623,5.847384658986765,Medium
1664,Post_1665,YouTube,#Comedy,Live Stream,USA,3397373,17460,39861,45560,Low,102881,0.030282515343472736,0.04201540425499349,0.5139264955599517,Low
1665,Post_1666,YouTube,#Viral,Shorts,Japan,3774978,160349,37878,9591,High,207818,0.055051446657437476,0.06508541241829753,4.247680383832701,Medium
1666,Post_1667,TikTok,#Education,Tweet,Germany,3520604,419822,8728,16207,Low,444757,0.12632974341902697,0.12880886347910755,11.924715190916105,High
1667,Post_1668,TikTok,#Education,Shorts,Canada,295569,56857,20351,49993,Medium,127201,0.43035974679347294,0.4992133816469251,19.236455785281947,High
1668,Post_1669,Twitter,#Tech,Tweet,Japan,2291471,412417,47074,31750,Low,491241,0.21437801307544369,0.2349211489039137,17.99791487651382,High
1669,Post_1670,Instagram,#Challenge,Video,India,1087661,285688,15615,4887,Medium,306190,0.28151234621816906,0.2958688414864558,26.266272303594597,High
1670,Post_1671,TikTok,#Music,Tweet,UK,3789362,458702,42111,33414,Low,534227,0.14098072445968476,0.1520936769830911,12.104992872151039,High
1671,Post_1672,Instagram,#Challenge,Live Stream,Germany,3925001,142073,88617,35526,Low,266216,0.06782571520363943,0.09040328906922572,3.6196933453010587,Medium
1672,Post_1673,Twitter,#Viral,Live Stream,Japan,3287268,123865,8497,48466,Medium,180828,0.05500859680439806,0.05759341799938429,3.768022564634219,Medium
1673,Post_1674,Instagram,#Fashion,Tweet,USA,4330176,205339,6335,41452,Low,253126,0.05845628445587431,0.05991927348911453,4.7420474364090515,Medium
1674,Post_1675,TikTok,#Music,Shorts,UK,1558806,207879,41122,49288,High,298289,0.19135735941483417,0.2177378070138298,13.335783926928688,High
1675,Post_1676,Instagram,#Education,Reel,Brazil,4975345,155558,52987,25353,Medium,233898,0.047011413278878145,0.057661328008409465,3.1265771519361976,Low
1676,Post_1677,Instagram,#Fitness,Post,Brazil,3675490,253771,62578,7498,Low,323847,0.08810988466843876,0.10513564177837513,6.904412744967338,Medium
1677,Post_1678,TikTok,#Viral,Reel,Japan,2003412,429878,23965,46480,Medium,500323,0.24973545132004799,0.26169754398995315,21.457293856680504,High
1678,Post_1679,Twitter,#Fashion,Post,Brazil,3802564,304493,39002,2143,Medium,345638,0.09089603751573938,0.1011528011099879,8.007570681256121,Medium
1679,Post_1680,TikTok,#Gaming,Post,Germany,3407613,330611,3262,15630,Low,349503,0.10256534412798636,0.10352261245628538,9.70212873351522,High
1680,Post_1681,YouTube,#Challenge,Tweet,Canada,240061,499517,73285,47847,High,620649,2.585380382486118,2.890656958023169,208.07919653754672,High
1681,Post_1682,Instagram,#Education,Tweet,Japan,1582423,386088,53051,35424,Low,474563,0.29989642466015726,0.3334215946052351,24.39853313557753,High
1682,Post_1683,Twitter,#Fashion,Video,USA,526876,184751,83234,31673,High,299658,0.5687448280050714,0.7267212778718333,35.06536642397832,High
1683,Post_1684,Twitter,#Gaming,Video,India,4817464,309479,60716,22878,Low,393073,0.08159334454808588,0.09419665616598277,6.424106127207178,Medium
1684,Post_1685,YouTube,#Comedy,Post,India,676397,5615,87186,1127,Low,93928,0.13886519307448142,0.2677628670736269,0.8301337823792831,High
1685,Post_1686,TikTok,#Music,Video,India,2417845,324783,8835,5058,Low,338676,0.14007349519923734,0.14372757558900592,13.432746929600533,High
1686,Post_1687,TikTok,#Dance,Live Stream,Australia,2279763,12478,72990,25143,Medium,110611,0.04851863987616257,0.08053512580035732,0.5473375960571341,Low
1687,Post_1688,Twitter,#Fitness,Live Stream,India,3343066,210608,21075,3469,High,235152,0.07034022062382256,0.07664431393218082,6.299845710494497,Medium
1688,Post_1689,TikTok,#Viral,Live Stream,USA,1190006,239797,12358,35109,Low,287264,0.2413971021994847,0.2517819237886196,20.15090680215058,High
1689,Post_1690,Instagram,#Music,Reel,USA,3237142,326165,92290,9091,High,427546,0.1320751452979202,0.16058486158469415,10.075708757910528,High
1690,Post_1691,TikTok,#Challenge,Post,India,4830941,381524,86156,26172,Low,493852,0.1022268746399511,0.12006108126760397,7.897508994624443,High
1691,Post_1692,Instagram,#Comedy,Tweet,Germany,1586264,161483,51284,11309,Low,224076,0.14126021897994281,0.17359027248932082,10.180083516993388,High
1692,Post_1693,TikTok,#Challenge,Post,UK,2948962,477735,81979,8202,Medium,567916,0.19258166093696696,0.220380934037129,16.200107020707623,High
1693,Post_1694,Twitter,#Tech,Post,Germany,2684984,50716,76232,49764,High,176712,0.06581491733284071,0.09420689285299279,1.8888753154581182,Medium
1694,Post_1695,YouTube,#Viral,Post,Germany,1482566,354126,63810,39991,High,457927,0.30887461333930494,0.351914855729863,23.88601923961564,High
1695,Post_1696,Twitter,#Challenge,Reel,Australia,4157917,384684,52501,27924,Medium,465109,0.111861059275594,0.12448781445132262,9.251844132530785,High
1696,Post_1697,TikTok,#Fashion,Tweet,UK,592935,98617,56477,11679,Medium,166773,0.28126691795896686,0.37651681887559346,16.632008567549565,High
1697,Post_1698,TikTok,#Challenge,Post,India,933613,305356,62697,4288,Low,372341,0.3988172829641404,0.46597251752064295,32.70691389258719,High
1698,Post_1699,YouTube,#Fitness,Video,USA,1777184,64483,44743,32481,Low,141707,0.07973681959774565,0.10491316599744314,3.6283806291301297,Medium
1699,Post_1700,Twitter,#Fashion,Shorts,Japan,2469353,451890,14407,35509,High,501806,0.20321355431969426,0.20904787610357856,18.29993524619607,High
1700,Post_1701,YouTube,#Education,Shorts,USA,218047,233078,19910,28027,High,281015,1.288781776406004,1.380092365407458,106.8934679220535,High
1701,Post_1702,TikTok,#Challenge,Live Stream,India,4348314,230560,3067,48962,Low,282589,0.06498817702677405,0.06569350787454632,5.3022849775798155,Medium
1702,Post_1703,TikTok,#Dance,Shorts,Japan,2868762,109444,83287,38867,Medium,231598,0.08073099127777068,0.10976337528174174,3.815025436059178,Medium
1703,Post_1704,TikTok,#Comedy,Post,Australia,28489,444994,57777,15240,High,518011,18.18284250061427,20.21088841307171,1561.9853276703288,High
1704,Post_1705,Instagram,#Viral,Live Stream,Germany,3470216,158438,3224,37495,Low,199157,0.05739037569995643,0.058319424496918924,4.565652397430016,Medium
1705,Post_1706,YouTube,#Music,Video,USA,2546025,61904,25135,39292,Medium,126331,0.04961891576084288,0.05949116760440294,2.43139796349211,Low
1706,Post_1707,Instagram,#Gaming,Shorts,India,4510453,78761,81693,35386,High,195840,0.043419142157118146,0.06153107016080203,1.7461882431764615,Low
1707,Post_1708,TikTok,#Viral,Shorts,UK,881991,53251,64414,3514,Low,121179,0.13739255842746695,0.21042504968871564,6.0375899527319445,High
1708,Post_1709,YouTube,#Dance,Tweet,Japan,2324138,2092,83576,5162,Low,90830,0.03908115611035145,0.07504115504328916,0.0900118667652265,Low
1709,Post_1710,TikTok,#Comedy,Shorts,Canada,1882409,24262,55206,31018,Medium,110486,0.05869393952111364,0.08802125361704072,1.2888803655316141,Medium
1710,Post_1711,YouTube,#Viral,Tweet,Australia,1239705,50435,14795,8352,Low,73582,0.059354443194147,0.07128873401333381,4.06830657293469,Medium
1711,Post_1712,Instagram,#Education,Live Stream,Canada,4431420,316236,20710,28465,High,365411,0.08245912145542512,0.08713256698755703,7.136222700624178,Medium
1712,Post_1713,TikTok,#Fashion,Live Stream,UK,1290722,166513,58572,11367,High,236452,0.1831935924234653,0.2285728452757449,12.900764068482601,High
1713,Post_1714,Twitter,#Challenge,Video,USA,3228275,113917,75531,36656,Low,226104,0.07003864292849897,0.09343534859948424,3.528726641937258,Medium
1714,Post_1715,TikTok,#Gaming,Shorts,Japan,2527623,148521,43818,33457,Low,225796,0.08933135993777554,0.10666701481985248,5.8759158308023,Medium
1715,Post_1716,Instagram,#Challenge,Live Stream,Canada,4986208,327244,16672,27570,Medium,371486,0.07450270827049332,0.07784633132031396,6.562983333226372,Medium
1716,Post_1717,Twitter,#Gaming,Video,India,3600830,286882,82806,18415,Low,388103,0.10778153925622704,0.13077790398324832,7.967107583529352,High
1717,Post_1718,YouTube,#Viral,Reel,USA,2686077,437233,38768,18367,High,494368,0.1840483351743081,0.19848127957612532,16.277753765063323,High
1718,Post_1719,YouTube,#Viral,Reel,Australia,3717495,477018,50628,6831,Medium,534477,0.1437734280745502,0.15739227625053967,12.831705220854367,High
1719,Post_1720,Twitter,#Viral,Video,India,4481057,435510,25727,7182,Low,468419,0.10453314921010824,0.1102744285555841,9.718912301271775,High
1720,Post_1721,YouTube,#Comedy,Shorts,Australia,3998581,15720,20570,27906,High,64196,0.016054695403194284,0.021199020352470038,0.3931394662256436,Low
1721,Post_1722,Instagram,#Challenge,Tweet,Brazil,973433,191321,5664,41928,Medium,238913,0.24543342993303083,0.2512520122083389,19.654254581465803,High
1722,Post_1723,YouTube,#Tech,Shorts,India,3821922,425847,50387,18851,Low,495085,0.12953822710144267,0.1427219079824235,11.142221112832758,High
1723,Post_1724,Twitter,#Dance,Video,Brazil,4301015,146849,20372,37300,High,204521,0.04755179881958096,0.05228835519057711,3.4142870926978865,Low
1724,Post_1725,Instagram,#Gaming,Shorts,India,4798066,375356,7649,17000,Low,400005,0.08336796534270266,0.08496214933266862,7.823068711434983,Medium
1725,Post_1726,Instagram,#Music,Reel,Germany,141212,41508,96422,16803,High,154733,1.095749653003994,1.7785669773107102,29.39410248420814,High
1726,Post_1727,Instagram,#Music,Video,Australia,4432570,202923,40150,18413,Medium,261486,0.05899196177386933,0.06804991235333001,4.577998768208962,Medium
1727,Post_1728,YouTube,#Gaming,Post,India,2592310,268149,6000,28800,High,302949,0.11686449537285279,0.11917903337178039,10.344017497907272,High
1728,Post_1729,Instagram,#Gaming,Video,Germany,2717115,79019,55167,42735,Medium,176921,0.06511354874563646,0.08541706920759704,2.9081949052579668,Medium
1729,Post_1730,YouTube,#Dance,Live Stream,Canada,2075584,162238,444,11401,Low,174083,0.0838718163177207,0.08408573201566402,7.816498874533625,Medium
1730,Post_1731,Twitter,#Education,Tweet,UK,3172236,294917,58118,23149,High,376184,0.1185863851239315,0.1369072162348577,9.296817765134751,High
1731,Post_1732,Twitter,#Fitness,Reel,Australia,2368193,171217,24221,16695,Low,212133,0.08957589182976218,0.09980352108126322,7.229858377252192,Medium
1732,Post_1733,Instagram,#Challenge,Video,Australia,4039664,215178,17518,34782,Medium,267478,0.06621293256072783,0.07054943183393471,5.326631125756993,Medium
1733,Post_1734,YouTube,#Gaming,Shorts,India,2598420,304484,19829,19545,Low,343858,0.13233349497002025,0.1399646708384326,11.71804404214869,High
1734,Post_1735,TikTok,#Music,Reel,Canada,2332745,40568,23894,29224,High,93686,0.04016126923431408,0.050404137614698565,1.739067064767045,Low
1735,Post_1736,YouTube,#Dance,Post,India,770227,299966,67551,7360,High,374877,0.48670976218699163,0.5744124783992252,38.94514214640619,High
1736,Post_1737,Twitter,#Education,Reel,India,2805428,266431,48212,43658,Low,358301,0.1277170542248812,0.1449023108060517,9.496982278639837,High
1737,Post_1738,Instagram,#Dance,Tweet,USA,2536643,205972,96758,48582,Low,351312,0.1384948532371327,0.17663896732807888,8.1198655072866,High
1738,Post_1739,YouTube,#Gaming,Live Stream,Australia,51815,14220,88469,23486,High,126175,2.4351056643829008,4.1425069960436165,27.44379040818296,High
1739,Post_1740,YouTube,#Fashion,Video,USA,4817560,335811,91403,46079,Low,473293,0.09824330158835592,0.11721618412640424,6.970561861191142,Medium
1740,Post_1741,Twitter,#Fashion,Reel,Brazil,1690909,344166,38801,49469,Medium,432436,0.2557417341796631,0.27868856337035286,20.353904320102384,High
1741,Post_1742,TikTok,#Viral,Video,USA,4921272,345751,48526,28348,Medium,422625,0.08587718784899513,0.09573764668971761,7.025642963851622,Medium
1742,Post_1743,TikTok,#Dance,Video,Brazil,4098173,91022,62312,33968,Low,187302,0.04570378068470999,0.06090860488320039,2.2210384969106967,Low
1743,Post_1744,Instagram,#Comedy,Shorts,Brazil,336698,348443,1797,2675,Medium,352915,1.0481648242638804,1.053501951303542,103.4882892087271,High
1744,Post_1745,Twitter,#Tech,Reel,USA,4379236,485559,59926,7507,Low,552992,0.12627590748705939,0.13996002955766715,11.08775594647103,High
1745,Post_1746,TikTok,#Education,Tweet,India,1213903,313955,54987,27784,Medium,396726,0.32681853492412494,0.3721162234544276,25.86326914094454,High
1746,Post_1747,Twitter,#Education,Post,Canada,2121520,204206,17380,21689,Low,243275,0.1146701421622233,0.12286238168860063,9.625457219352162,High
1747,Post_1748,Twitter,#Gaming,Video,Japan,4143188,47437,53378,21394,High,122209,0.029496368496915903,0.042379684436236055,1.1449395972376826,Low
1748,Post_1749,YouTube,#Tech,Live Stream,Germany,502571,222460,43807,47455,High,313722,0.6242341878063,0.7113999812961751,44.2643924937969,High
1749,Post_1750,YouTube,#Fashion,Live Stream,Germany,3301819,219535,69694,1274,Low,290503,0.08798271498225675,0.10909047406899046,6.6489107973514,Medium
1750,Post_1751,TikTok,#Challenge,Live Stream,UK,153188,185171,99287,27548,Medium,312006,2.036752226022926,2.684890461393843,120.87826722719794,High
1751,Post_1752,Twitter,#Tech,Video,Canada,4070958,301070,66175,32605,Medium,399850,0.09822012410837941,0.11447551166089161,7.395556525024332,Medium
1752,Post_1753,YouTube,#Challenge,Tweet,Brazil,248786,265311,3531,23777,High,292619,1.1761875668244999,1.1903804876480188,106.64225478925664,High
1753,Post_1754,Instagram,#Challenge,Video,USA,1984433,210428,28342,5355,Medium,244125,0.12302002637529208,0.13730219160838386,10.603935733783908,High
1754,Post_1755,YouTube,#Comedy,Shorts,Germany,3640508,370123,1262,2622,Low,374007,0.10273483810501172,0.10308149302240237,10.166795403278883,High
1755,Post_1756,YouTube,#Fitness,Live Stream,USA,3150317,265173,11352,30489,Low,307014,0.09745495453314698,0.10105840142436459,8.41734339750571,Medium
1756,Post_1757,TikTok,#Challenge,Post,Japan,3678968,65840,37210,5897,High,108947,0.029613467689852156,0.039727717120670795,1.7896323099303935,Low
1757,Post_1758,Twitter,#Gaming,Shorts,Canada,2872626,288603,83247,9082,Medium,380932,0.13260758622946392,0.1615869939212414,10.046661138623685,High
1758,Post_1759,YouTube,#Fashion,Tweet,India,1136605,225684,16605,46318,Low,288607,0.25392022734371217,0.2685295243290325,19.855974590996873,High
1759,Post_1760,Twitter,#Comedy,Tweet,India,3683380,60476,10992,43278,High,114746,0.03115236549039198,0.03413658107499091,1.6418615510753711,Low
1760,Post_1761,TikTok,#Comedy,Post,Germany,4554044,144825,45930,8774,Low,199529,0.04381358634216095,0.05389912789599749,3.180140552001694,Low
